cell,nCounts,nFeatures
1615,2861,1627
1616,2377,1419
1617,2375,1395
1618,3388,1953
1619,1576,1014
1620,1096,756
1621,1371,874
1622,2173,1359
1623,1628,1053
1624,2871,1601
1625,2524,1326
1626,9923,3869
1627,5146,2152
1628,2897,1447
1629,5647,2419
1630,1482,860
1631,5525,2490
1632,2719,1503
1633,2715,1461
1634,4846,2351
1635,5303,2534
1636,2779,1493
1637,2364,1293
1638,9147,3535
1639,4151,2104
1640,1943,1156
1641,1992,1133
1642,4025,1837
1643,2305,1169
1644,1864,1058
1645,2330,1323
1646,1374,880
1647,2368,1292
1648,2002,1247
1649,2252,1176
1650,3115,1711
1651,559,353
1652,3228,1725
1653,5824,2070
1654,4176,2031
1655,2820,1540
1656,1047,648
1657,1655,911
1658,1435,867
1659,1912,1044
1660,4202,2035
1661,3051,1625
1662,7842,3276
1663,4164,2133
1664,938,481
1665,613,408
1666,2733,1368
1667,7384,3063
1668,1160,696
1669,1102,665
1670,2172,1255
1671,1861,1016
1672,1506,817
1673,3835,2105
1674,3478,1446
1675,4385,2046
1676,2891,1481
1677,1499,658
1678,1910,1088
1679,2344,1322
1680,1976,1081
1681,2749,1601
1682,3764,1935
1683,2271,1324
1684,1642,949
1685,1504,883
1686,1652,920
1687,3369,1862
1688,1349,901
1689,774,523
1690,2814,1337
1691,899,539
1692,1978,917
1693,879,408
1694,1602,1065
1695,1890,1184
1696,1659,1080
1697,2737,1668
1698,3625,1800
1699,5085,2660
1700,2089,1312
1701,1618,1052
1702,1999,947
1703,2342,1251
1704,8037,2859
1705,2041,1139
1706,2459,1235
1707,2733,1513
1708,4560,2260
1709,2292,1150
